Percentages,filename,true classes,predicted classes,style,title,source,size_bytes,pixelsy,pixelsx,genre,date,artist,Year
3.2,85760.jpg,0.0,0.0,Impressionism,"Road at Eragny, Winter",wikiart,366424.0,1024.0,1231.0,landscape,1885,Camille Pissarro,1885
6.68,8761.jpg,0.0,0.0,Impressionism,Louveciennes Road Snow Effect,wikipedia,302501.0,1024.0,1231.0,landscape,1872,Camille Pissarro,1872
99.16,37449.jpg,0.0,1.0,Impressionism,Landscape with Small Stream,wikiart,265451.0,1024.0,1231.0,landscape,1872,Camille Pissarro,1872
3.12,87196.jpg,1.0,0.0,Romanticism,Portrait of N. Kochubey,wikiart,807183.0,1260.0,1000.0,portrait,1813,Orest Kiprensky,1813
26.07,67088.jpg,0.0,0.0,Impressionism,A January Day in the Brush Country,wikiart,2017861.0,984.0,1280.0,landscape,1922.0,Robert Julian Onderdonk,1922
98.17,6190.jpg,0.0,1.0,Impressionism,"Late Afternoon, New York, Winter",wikiart,630991.0,1280.0,984.0,cityscape,1900,Childe Hassam,1900
9.49,46265.jpg,0.0,0.0,Impressionism,Treboul,wikiart,219494.0,1024.0,1230.0,landscape,1895,Pierre-Auguste Renoir,1895
25.98,48726.jpg,0.0,0.0,Impressionism,"Approaching Rain, Southwest Texas",wikiart,1814136.0,984.0,1280.0,landscape,1922.0,Robert Julian Onderdonk,1922
78.78,52131.jpg,0.0,1.0,Impressionism,Market at Pontoise,wikiart,292382.0,1230.0,1024.0,landscape,1895,Camille Pissarro,1895
50.01,77260.jpg,0.0,1.0,Impressionism,Arabs by the Sea,wikiart,290800.0,1024.0,1230.0,landscape,0,Pierre-Auguste Renoir,1870
95.9,74272.jpg,0.0,1.0,Impressionism,L'Estaque. View through the Trees,wikiart,318814.0,1024.0,1230.0,landscape,1879,Paul Cezanne,1879
37.22,74567.jpg,1.0,0.0,Romanticism,La virgen de las palomas (study),wikiart,382967.0,1081.0,1165.0,sketch and study,1894.0,Arturo Michelena,1894
1.9,36387.jpg,0.0,0.0,Impressionism,Maison au bord du Fleuve,wikiart,721988.0,1007.0,1250.0,landscape,1906.0,Auguste Herbin,1906
16.19,68305.jpg,0.0,0.0,Impressionism,Marine Grey Weather,wikiart,246906.0,882.0,1427.0,marina,0,Henri Martin,1870
39.46,41056.jpg,0.0,0.0,Impressionism,Two Figures by the Water,wikiart,272969.0,1024.0,1229.0,landscape,0,Pierre-Auguste Renoir,1870
61.23,17801.jpg,0.0,1.0,Impressionism,The Lock at Pontoise,wikiart,250056.0,1024.0,1229.0,landscape,c.1869,Camille Pissarro,1869
6.72,79346.jpg,0.0,0.0,Impressionism,Reclining Women,wikiart,251537.0,1024.0,1229.0,genre painting,1893,Pierre-Auguste Renoir,1893
11.62,95516.jpg,0.0,0.0,Impressionism,"The backwoods of St. Antony, Pontoise",wikiart,289437.0,1024.0,1229.0,landscape,1876,Camille Pissarro,1876
99.15,52697.jpg,1.0,1.0,Romanticism,The Roman ruins in Schoenbrunn ,wikipedia,361615.0,1024.0,1229.0,landscape,1832,Ferdinand Georg Waldmüller,1832
77.16,56070.jpg,0.0,1.0,Impressionism,The Effect of Snow at Montfoucault,wikiart,382751.0,1024.0,1229.0,landscape,1891,Camille Pissarro,1891
8.33,88321.jpg,1.0,0.0,Romanticism,The Sisters,wikiart,317198.0,1024.0,1229.0,genre painting,1876.0,Gabriel von Max,1876
6.18,94066.jpg,0.0,0.0,Impressionism,The Garden,wikipedia,444434.0,1024.0,1229.0,landscape,c.1875,Pierre-Auguste Renoir,1875
13.82,42990.jpg,0.0,0.0,Impressionism,"Barges on the Loing, Morning Effect",wikiart,685842.0,1024.0,1229.0,landscape,1904,Francis Picabia,1904
23.85,11424.jpg,0.0,0.0,Impressionism,"The Banks of the Seine in Paris, Pont Marie, Quai d'Anjou",wikiart,340273.0,983.0,1280.0,landscape,c.1875,Camille Pissarro,1875
99.27,3497.jpg,0.0,1.0,Impressionism,Landscape at Cagnes,wikiart,296972.0,983.0,1280.0,landscape,1908,Pierre-Auguste Renoir,1908
69.8,1950.jpg,0.0,1.0,Impressionism,Headpiece for 'Good for the Soul' ,wikiart,1034723.0,983.0,1280.0,illustration,1898.0,Howard Pyle,1898
15.44,6879.jpg,0.0,0.0,Impressionism,Mountain Laurel in Bloom,wikiart,1752908.0,983.0,1280.0,landscape,0,Robert Julian Onderdonk,1870
27.18,76986.jpg,0.0,0.0,Impressionism,The Golden Lady,wikiart,225542.0,1258.0,1000.0,portrait,1896,William Merritt Chase,1896
93.53,102403.jpg,0.0,1.0,Impressionism,Good Friends,wikiart,286322.0,1130.0,1113.0,genre painting,c.1888,William Merritt Chase,1888
68.4,2484.jpg,0.0,1.0,Impressionism,The Martigues,wikiart,1515821.0,1024.0,1228.0,cityscape,1902,Francis Picabia,1902
10.49,62849.jpg,0.0,0.0,Impressionism,"River Epte, Giverny",wikiart,1909968.0,1024.0,1228.0,landscape,1910,Guy Rose,1910
77.33,61612.jpg,0.0,1.0,Impressionism,The Doges' Palace,wikipedia,375871.0,1024.0,1228.0,cityscape,1881,Pierre-Auguste Renoir,1881
2.89,27740.jpg,0.0,0.0,Impressionism,Garden at Eragny (study),wikiart,323412.0,1024.0,1228.0,landscape,c.1900,Camille Pissarro,1900
54.98,80348.jpg,0.0,1.0,Impressionism,Children by the Sea in Guernsey,wikiart,316618.0,1024.0,1228.0,landscape,1883,Pierre-Auguste Renoir,1883
12.71,24879.jpg,0.0,0.0,Impressionism,"Lyman's Ledge, Appledore",wikiart,2053402.0,1024.0,1228.0,landscape,0,Childe Hassam,1870
59.46,27739.jpg,0.0,1.0,Impressionism,Le Jardin de la Poste (Cagnes),wikiart,395869.0,1024.0,1228.0,landscape,1906,Pierre-Auguste Renoir,1906
4.09,70632.jpg,0.0,0.0,Impressionism,The Road to Louveciennes at the Outskirts of the Forest,wikiart,301259.0,1024.0,1228.0,landscape,1871,Camille Pissarro,1871
13.08,30757.jpg,0.0,0.0,Impressionism,Banks of the River,wikiart,302621.0,1024.0,1228.0,landscape,1906,Pierre-Auguste Renoir,1906
78.2,51725.jpg,0.0,1.0,Impressionism,The Hollow Way,wikiart,170935.0,1001.0,1256.0,landscape,1882,Georges Seurat,1882
2.47,52408.jpg,1.0,0.0,Romanticism,Stage Coach Attack ,wikiart,405793.0,911.0,1380.0,genre painting,1899.0,Charles M. Russell,1899
14.5,102887.jpg,0.0,0.0,Impressionism,"Street Scene, Tangiers",wikiart,505403.0,1022.0,1230.0,genre painting,1912,Henry Ossawa Tanner,1912
95.71,41933.jpg,0.0,1.0,Impressionism,Bathers,wikiart,136211.0,1008.0,1247.0,genre painting,0,Paul Cezanne,1870
3.62,67720.jpg,0.0,0.0,Impressionism,"Apple Blossoms, Eragny",wikiart,461046.0,982.0,1280.0,landscape,c.1900,Camille Pissarro,1900
45.27,89042.jpg,0.0,0.0,Impressionism,"Seated Peasants, Sewing",wikiart,382063.0,1020.0,1232.0,genre painting,1881,Camille Pissarro,1881
11.95,80180.jpg,0.0,0.0,Impressionism,Poppies on the Isles of Shoals,wikiart,2237611.0,1024.0,1227.0,landscape,1890,Childe Hassam,1890
23.32,10310.jpg,0.0,0.0,Impressionism,Peasants and Hay Stacks,wikiart,231833.0,1024.0,1227.0,genre painting,1878,Camille Pissarro,1878
19.65,25998.jpg,0.0,0.0,Impressionism,17 Mile Drive,wikiart,1610641.0,1024.0,1227.0,landscape,1918,Guy Rose,1918
79.92,45694.jpg,0.0,1.0,Impressionism,Sir Henry Parkes ,wikiart,376899.0,1227.0,1024.0,portrait,1892.0,Tom Roberts,1892
7.35,68928.jpg,0.0,0.0,Impressionism,Shepherdess,wikiart,302178.0,1024.0,1227.0,genre painting,1887,Pierre-Auguste Renoir,1887
39.93,94351.jpg,0.0,0.0,Impressionism,Summer Porch at Mr. and Mrs. C.E.S. Wood's,wikiart,1960144.0,1024.0,1227.0,genre painting,1904,Childe Hassam,1904
10.23,96354.jpg,0.0,0.0,Impressionism,By the Sea,wikiart,277969.0,1024.0,1227.0,landscape,0,Maxime Maufra,1870
41.08,102225.jpg,0.0,0.0,Impressionism,Summertime Flowers,wikiart,242793.0,1256.0,1000.0,still life,0,Stefan Luchian,1870
2.51,27790.jpg,0.0,0.0,Impressionism,Gladiolas in a Vase,wikiart,229842.0,1280.0,981.0,flower painting,1875,Pierre-Auguste Renoir,1875
93.42,45229.jpg,0.0,1.0,Impressionism,"Olive Trees, Florence",wikiart,159808.0,981.0,1280.0,landscape,1911,William Merritt Chase,1911
2.66,89726.jpg,1.0,0.0,Romanticism,Blowing bubbles,wikiart,469458.0,981.0,1280.0,genre painting,0,Giovanni Battista Torriglia,1870
88.1,47087.jpg,0.0,1.0,Impressionism,"Nocturne, Hyde Park Corner",wikiart,1691020.0,1280.0,981.0,cityscape,1898,Childe Hassam,1898
4.29,39838.jpg,0.0,0.0,Impressionism,"Shoveling Snow, New England",wikiart,1829202.0,1024.0,1226.0,landscape,1905,Childe Hassam,1905
2.67,21076.jpg,0.0,0.0,Impressionism,At the Café,wikiart,1851907.0,1024.0,1226.0,genre painting,1889,Childe Hassam,1889
4.17,90887.jpg,0.0,0.0,Impressionism,Path at the Entrance to the Forest,wikiart,308936.0,1226.0,1024.0,landscape,1879,Paul Cezanne,1879
63.93,91373.jpg,0.0,1.0,Impressionism,"The Pont Neuf, Afternoon",wikiart,350088.0,1024.0,1226.0,cityscape,1901,Camille Pissarro,1901
3.0,26820.jpg,0.0,0.0,Impressionism,Boulevard Montmartre Spring Rain,wikiart,286805.0,1024.0,1226.0,cityscape,0,Camille Pissarro,1870
31.12,33229.jpg,0.0,0.0,Impressionism,The Waterfall,wikiart,482193.0,1024.0,1226.0,landscape,0,Nemours,1870
69.23,20549.jpg,0.0,1.0,Impressionism,Portrait of Kate Freeman Clark,wikiart,242887.0,1024.0,1226.0,portrait,1902,William Merritt Chase,1902
83.59,15213.jpg,0.0,1.0,Impressionism,Azaleas,wikiart,291947.0,1024.0,1226.0,still life,c.1882,William Merritt Chase,1882
42.06,54616.jpg,0.0,0.0,Impressionism,San Gabriel Road,wikiart,1907436.0,1024.0,1226.0,cityscape,0,Guy Rose,1870
10.01,93410.jpg,0.0,0.0,Impressionism,Picking Flowers,wikipedia,449946.0,1024.0,1226.0,genre painting,1875,Pierre-Auguste Renoir,1875
26.93,71946.jpg,0.0,0.0,Impressionism,Restaurant De oude Vink,wikiart,470423.0,993.0,1264.0,genre painting,1905,Max Liebermann,1905
62.58,90146.jpg,1.0,1.0,Romanticism,The Prisoner of Chillon,wikiart,131339.0,999.0,1256.0,literary painting,1834,Eugene Delacroix,1834
84.79,94493.jpg,0.0,1.0,Impressionism,Sea Scene,wikiart,500837.0,1024.0,1225.0,marina,1893,John Henry Twachtman,1893
87.94,73828.jpg,1.0,1.0,Romanticism,"Ferntree Gully, Dandenong Ranges, Victoria",wikiart,319425.0,980.0,1280.0,landscape,1867.0,Eugene von Guerard,1867
53.62,71301.jpg,1.0,1.0,Romanticism,Life Saver ,wikiart,474514.0,1280.0,980.0,genre painting,1910.0,Charles M. Russell,1910
3.02,77531.jpg,0.0,0.0,Impressionism,Flowering Plum Trees,wikiart,349747.0,980.0,1280.0,landscape,c.1890,Camille Pissarro,1890
62.15,63279.jpg,0.0,1.0,Impressionism,Reclining Nude,wikiart,1721014.0,980.0,1280.0,nude painting (nu),1930,Giovanni Boldini,1930
23.49,37970.jpg,0.0,0.0,Impressionism,Incoming Tide,wikiart,1784207.0,1024.0,1225.0,landscape,1917,Guy Rose,1917
70.04,24480.jpg,0.0,1.0,Impressionism,Mediterranean landscape,wikiart,560476.0,1024.0,1225.0,landscape,1891,Pierre-Auguste Renoir,1891
32.6,96443.jpg,0.0,0.0,Impressionism,Landscape,wikipedia,226408.0,980.0,1280.0,sketch and study,0,Pierre-Auguste Renoir,1870
90.1,73918.jpg,1.0,1.0,Romanticism,Destruction of Tyre,wikipedia,225604.0,980.0,1280.0,religious painting,1840,John Martin,1840
53.24,101634.jpg,0.0,1.0,Impressionism,The Pont Royal and the Pavillion de Flore,wikiart,310494.0,1024.0,1225.0,cityscape,0,Camille Pissarro,1870
34.13,83642.jpg,0.0,0.0,Impressionism,Lily Sterling ,wikiart,556939.0,1280.0,980.0,portrait,1890.0,Tom Roberts,1890
75.37,327.jpg,0.0,1.0,Impressionism,Cactus in Bloom,wikiart,1941551.0,980.0,1280.0,landscape,1915.0,Robert Julian Onderdonk,1915
34.74,26157.jpg,0.0,0.0,Impressionism,Potato Harvest,wikiart,443831.0,1024.0,1225.0,genre painting,1893,Camille Pissarro,1893
4.83,62605.jpg,0.0,0.0,Impressionism,Thawing Brook,wikiart,355119.0,1024.0,1225.0,landscape,1921,Willard Metcalf,1921
73.93,12441.jpg,0.0,1.0,Impressionism,Reclining Nude (The Baker's Wife),wikiart,331542.0,1024.0,1225.0,nude painting (nu),1902,Pierre-Auguste Renoir,1902
36.82,63384.jpg,1.0,0.0,Romanticism,The Burial of Atala,wikiart,276489.0,980.0,1280.0,literary painting,1808.0,Anne-Louis Girodet,1808
11.51,69596.jpg,0.0,0.0,Impressionism,"Entrance to the Village of Voisins, Yvelines",wikiart,288486.0,1024.0,1225.0,landscape,1872,Camille Pissarro,1872
4.58,88460.jpg,0.0,0.0,Impressionism,The Pond at Montfoucault,wikiart,1830836.0,1024.0,1225.0,landscape,1874,Camille Pissarro,1874
69.77,63097.jpg,0.0,1.0,Impressionism,Miss Minna Simpson ,wikipedia,388465.0,1225.0,1024.0,portrait,1886.0,Tom Roberts,1886
25.23,81634.jpg,0.0,0.0,Impressionism,Icebound,wikiart,439217.0,1022.0,1227.0,landscape,c.1895,John Henry Twachtman,1895
30.44,31632.jpg,1.0,0.0,Romanticism,The Sleaping Beauty,wikiart,1240441.0,809.0,1550.0,literary painting,1890,Edward Burne-Jones,1890
84.51,45358.jpg,0.0,1.0,Impressionism,The Marble Shop ,wikiart,491113.0,972.0,1290.0,cityscape,1910.0,Robert Spencer,1910
75.24,37524.jpg,0.0,1.0,Impressionism,Hill Country Lane,wikiart,1612550.0,1024.0,1224.0,landscape,1911.0,Robert Julian Onderdonk,1911
11.25,87273.jpg,0.0,0.0,Impressionism,Sugar Bowl,wikiart,472115.0,1024.0,1224.0,sketch and study,1905,Pierre-Auguste Renoir,1905
2.29,35061.jpg,1.0,0.0,Romanticism,Making a Cigarette ,wikiart,427395.0,1224.0,1024.0,genre painting,1911.0,Charles M. Russell,1911
83.16,65875.jpg,0.0,1.0,Impressionism,View of a Farm in Osny,wikiart,457420.0,1024.0,1224.0,landscape,1883,Camille Pissarro,1883
52.59,44892.jpg,0.0,1.0,Impressionism,Flotsam and Jetsam,wikiart,431828.0,956.0,1311.0,marina,1908,John Singer Sargent,1908
8.92,66360.jpg,0.0,0.0,Impressionism,View of Eragny,wikiart,466060.0,1018.0,1231.0,landscape,1892,Camille Pissarro,1892
45.29,71198.jpg,0.0,0.0,Impressionism,Field of Bluebonnets under Cloudy Sky,wikiart,1842784.0,979.0,1280.0,landscape,0,Robert Julian Onderdonk,1870
9.16,35932.jpg,0.0,0.0,Impressionism,"Bluebonnets, Late Afternoon",wikiart,1830130.0,979.0,1280.0,landscape,0,Robert Julian Onderdonk,1870
38.96,40265.jpg,1.0,0.0,Romanticism,Feeding birds in the park  ,wikipedia,290047.0,979.0,1280.0,genre painting,1889.0,Paul Peel,1889
28.47,59488.jpg,0.0,0.0,Impressionism,Lady Wearing a Straw Bonnet (Morning Promenade),wikiart,779596.0,1280.0,979.0,portrait,1905,Giovanni Boldini,1905
50.02,64121.jpg,0.0,1.0,Impressionism,Cagnes Landscape,wikiart,1634776.0,979.0,1280.0,landscape,1919,Pierre-Auguste Renoir,1919
95.09,92996.jpg,0.0,1.0,Impressionism,Afternoon In The Park,wikiart,247572.0,1253.0,1000.0,genre painting,1890,William Merritt Chase,1890
99.05,34761.jpg,0.0,1.0,Impressionism,"Place du Carrousel, the Tuileries Gardens",wikiart,247835.0,1024.0,1223.0,cityscape,1900,Camille Pissarro,1900
68.24,91125.jpg,0.0,1.0,Impressionism,A Canal at St. Mammes,wikiart,311619.0,1024.0,1223.0,landscape,0,Francis Picabia,1870
2.36,72172.jpg,0.0,0.0,Impressionism,Autumn Effect,wikiart,797388.0,1024.0,1223.0,landscape,1905,Francis Picabia,1905
68.18,45477.jpg,0.0,1.0,Impressionism,Figures on the Beach,wikiart,327313.0,1024.0,1223.0,genre painting,0,Pierre-Auguste Renoir,1870
46.17,79138.jpg,0.0,0.0,Impressionism,"The Fishmarket, Dieppe",wikiart,361203.0,1024.0,1223.0,cityscape,1902,Camille Pissarro,1902
2.07,50484.jpg,0.0,0.0,Impressionism,Paris Street Scene,wikiart,1844033.0,1024.0,1223.0,genre painting,1887,Childe Hassam,1887
11.17,7750.jpg,0.0,0.0,Impressionism,Waterfall,wikiart,466095.0,1024.0,1223.0,landscape,1899,John Henry Twachtman,1899
53.21,92472.jpg,0.0,1.0,Impressionism,"Le Valhermeil, near Pontoise",wikiart,329634.0,1024.0,1223.0,landscape,1880,Camille Pissarro,1880
93.61,2653.jpg,0.0,1.0,Impressionism,"Boulevard Montmartre Morning, Sunlight and Mist",wikiart,245312.0,1024.0,1223.0,cityscape,1897,Camille Pissarro,1897
1.42,45635.jpg,0.0,0.0,Impressionism,Summer Fishing,wikiart,254238.0,997.0,1256.0,genre painting,0,Camille Pissarro,1870
2.38,14513.jpg,0.0,0.0,Impressionism,El molino ,wikiart,406245.0,1009.0,1241.0,landscape,1875.0,Francisco Oller,1875
28.74,82586.jpg,0.0,0.0,Impressionism,Forest Stream (Headwaters of the Guadalupe),wikiart,1811177.0,978.0,1280.0,landscape,0,Robert Julian Onderdonk,1870
3.38,72562.jpg,0.0,0.0,Impressionism,Brasserie on Monmartre,wikiart,608217.0,978.0,1280.0,genre painting,0,Pablo Picasso,1870
22.4,36452.jpg,0.0,0.0,Impressionism,By the River,wikiart,349798.0,1239.0,1010.0,genre painting,1888,John Singer Sargent,1888
55.73,1790.jpg,0.0,1.0,Impressionism,At Sunset,wikiart,1972386.0,1024.0,1222.0,landscape,1909,Childe Hassam,1909
33.97,64035.jpg,0.0,0.0,Impressionism,"Little Bridge on the Voisne, Osny",wikiart,382547.0,1024.0,1222.0,landscape,1883,Camille Pissarro,1883
21.45,70527.jpg,0.0,0.0,Impressionism,"Elderly Woman Mending Old Clothes, Moret",wikiart,382576.0,1024.0,1222.0,genre painting,1902,Camille Pissarro,1902
44.99,48762.jpg,0.0,0.0,Impressionism,In Brittany Bay,wikiart,2061873.0,1024.0,1222.0,genre painting,1887,Childe Hassam,1887
10.61,15244.jpg,0.0,0.0,Impressionism,Cagnes Landscape with Woman and Child,wikiart,1585383.0,1024.0,1222.0,genre painting,1910,Pierre-Auguste Renoir,1910
12.02,91204.jpg,0.0,0.0,Impressionism,"A part of Groettes, Pontoise, Gray Weather",wikiart,266785.0,1024.0,1222.0,landscape,1875,Camille Pissarro,1875
27.85,37411.jpg,0.0,0.0,Impressionism,Pears and Apples,wikiart,220349.0,977.0,1280.0,still life,1890,Pierre-Auguste Renoir,1890
98.94,4965.jpg,0.0,1.0,Impressionism,Bluebonnet Scene,wikiart,1933477.0,977.0,1280.0,landscape,0,Robert Julian Onderdonk,1870
98.81,92088.jpg,1.0,1.0,Romanticism,Durham Cathedral and Bridge,wikipedia,251961.0,977.0,1280.0,cityscape,1799.0,Thomas Girtin,1799
61.19,92745.jpg,1.0,1.0,Romanticism,Cañada de la Magdalena ,wikiart,1086362.0,977.0,1280.0,landscape,1862.0,Jose Maria Velasco,1862
3.07,56150.jpg,0.0,0.0,Impressionism,Texas Landscape,wikiart,2019269.0,977.0,1280.0,landscape,0,Robert Julian Onderdonk,1870
60.49,85635.jpg,0.0,1.0,Impressionism,On Long Island Sound near Shelter Island,wikiart,1584429.0,977.0,1280.0,landscape,0,Robert Julian Onderdonk,1870
41.55,33435.jpg,0.0,0.0,Impressionism,Landscape at Osny near watering,wikiart,494508.0,977.0,1280.0,landscape,1883,Camille Pissarro,1883
24.98,32551.jpg,0.0,0.0,Impressionism,A Grey Day Carmel,wikiart,1630443.0,1024.0,1221.0,landscape,0,Guy Rose,1870
98.95,61455.jpg,0.0,1.0,Impressionism,New York Winter Window,wikiart,1742915.0,1024.0,1221.0,genre painting,1919,Childe Hassam,1919
47.63,24929.jpg,0.0,0.0,Impressionism,Essoyes Landscape Washerwoman and Bathers,wikiart,330825.0,1024.0,1221.0,landscape,1900,Pierre-Auguste Renoir,1900
75.9,97790.jpg,0.0,1.0,Impressionism,Banks of the Orne at Benouville,wikiart,776507.0,1024.0,1221.0,landscape,1908,Francis Picabia,1908
49.23,69253.jpg,0.0,0.0,Impressionism,"Autumn Landscape, near Pontoise",wikiart,305546.0,1024.0,1221.0,landscape,c.1872,Camille Pissarro,1872
81.23,77971.jpg,0.0,1.0,Impressionism,Seascape,wikiart,319451.0,1024.0,1221.0,marina,1906,Childe Hassam,1906
33.33,16717.jpg,0.0,0.0,Impressionism,Late Afternoon Giverny,wikiart,1841843.0,1024.0,1221.0,landscape,1910,Guy Rose,1910
2.89,84504.jpg,0.0,0.0,Impressionism,Evening fog over Nantes,wikiart,1002867.0,1024.0,1221.0,marina,0,Maxime Maufra,1870
13.62,33354.jpg,0.0,0.0,Impressionism,The Martigues,wikiart,1472583.0,1024.0,1221.0,landscape,1904,Francis Picabia,1904
31.49,94275.jpg,0.0,0.0,Impressionism,"Dieppe, Dunquesne Basin, Sunlight Effect, Morning, Low Tide",wikiart,1663826.0,1024.0,1221.0,cityscape,0,Camille Pissarro,1870
43.72,50502.jpg,0.0,0.0,Impressionism,Ile de France,wikiart,379284.0,1024.0,1221.0,landscape,1885,Pierre-Auguste Renoir,1885
2.61,82521.jpg,0.0,0.0,Impressionism,Isle of Shoals,wikiart,1945192.0,1024.0,1221.0,landscape,1915,Childe Hassam,1915
73.23,103137.jpg,0.0,1.0,Impressionism,Late Afternoon Giverny,wikiart,1841843.0,1024.0,1221.0,landscape,1910,Guy Rose,1910
28.44,18998.jpg,0.0,0.0,Impressionism,After the rain at la Roche Guyon,wikiart,683050.0,1024.0,1220.0,landscape,1906.0,Auguste Herbin,1906
55.02,41420.jpg,0.0,1.0,Impressionism,"Apple Trees in Bloom, Old Lyme",wikiart,2125363.0,1024.0,1220.0,landscape,1904,Childe Hassam,1904
10.65,67773.jpg,0.0,0.0,Impressionism,Snow Effect in Montfoucault,wikiart,391466.0,1024.0,1220.0,landscape,1882,Camille Pissarro,1882
40.07,9876.jpg,0.0,0.0,Impressionism,Algiers Landscape,wikiart,318979.0,1024.0,1220.0,landscape,1895,Pierre-Auguste Renoir,1895
51.24,13964.jpg,0.0,1.0,Impressionism,Edward Ogilvie ,wikiart,488604.0,1280.0,976.0,portrait,1895.0,Tom Roberts,1895
33.34,13259.jpg,0.0,0.0,Impressionism,"London, St. Paul's Cathedral",wikiart,223380.0,976.0,1280.0,cityscape,1890,Camille Pissarro,1890
15.4,17002.jpg,0.0,0.0,Impressionism,Across the River ,wikiart,736832.0,1024.0,1220.0,cityscape,1920.0,Robert Spencer,1920
91.75,58049.jpg,0.0,1.0,Impressionism,Sylph's Rock,wikiart,1965278.0,1024.0,1220.0,marina,1907,Childe Hassam,1907
11.98,24404.jpg,0.0,0.0,Impressionism,Cagnes Landscape,wikiart,279311.0,1024.0,1220.0,landscape,c.1895,Pierre-Auguste Renoir,1895
13.74,54033.jpg,0.0,0.0,Impressionism,"Setting Sun, Autumn in Eragny",wikiart,271066.0,1024.0,1220.0,landscape,1900,Camille Pissarro,1900
30.34,89985.jpg,0.0,0.0,Impressionism,"Spring, Navesink Highlands",wikiart,2055592.0,1024.0,1220.0,landscape,1908,Childe Hassam,1908
72.79,21295.jpg,0.0,1.0,Impressionism,Roses (also known as The Scent of Roses),wikiart,466776.0,1280.0,976.0,genre painting,0,Lilla Cabot Perry,1870
10.38,45035.jpg,0.0,0.0,Impressionism,Laguna,wikiart,1689182.0,1024.0,1220.0,landscape,0,Guy Rose,1870
69.83,9951.jpg,0.0,1.0,Impressionism,"Washington Square,",wikiart,621751.0,1024.0,1220.0,genre painting,1910,William James Glackens,1910
23.25,83009.jpg,0.0,0.0,Impressionism,A Flowered Gown,wikiart,658055.0,1190.0,1049.0,genre painting,1906.0,Thomas Pollock Anshutz,1906
3.22,37517.jpg,0.0,0.0,Impressionism,Cliffs on the Coast Near Pourville,wikiart,405993.0,1024.0,1219.0,landscape,1879,Pierre-Auguste Renoir,1879
46.35,49904.jpg,0.0,0.0,Impressionism,Couples Relaxing by a Pond,wikiart,330716.0,1024.0,1219.0,genre painting,c.1875,Paul Cezanne,1875
3.62,82928.jpg,0.0,0.0,Impressionism,"Notre Dame Cathedral, Paris",wikiart,1603583.0,1024.0,1219.0,cityscape,1888,Childe Hassam,1888
39.46,49236.jpg,1.0,0.0,Romanticism,Clearing,wikiart,317313.0,1219.0,1024.0,landscape,1867,Paul Cezanne,1867
6.25,85621.jpg,0.0,0.0,Impressionism,"View of Bazincourt, Frost, Morning",wikiart,589607.0,1024.0,1219.0,landscape,1892,Camille Pissarro,1892
46.9,54992.jpg,0.0,0.0,Impressionism,Göran in the green grass,wikipedia,457723.0,975.0,1280.0,genre painting,1897.0,Georg Pauli,1897
92.4,69627.jpg,0.0,1.0,Impressionism,Gloucester Harbor,wikiart,1931848.0,975.0,1280.0,landscape,1918,Childe Hassam,1918
80.17,53645.jpg,0.0,1.0,Impressionism,Landscape near Louveciennes 2,wikiart,424197.0,975.0,1280.0,landscape,1870,Camille Pissarro,1870
96.71,90416.jpg,1.0,1.0,Romanticism,The Wrath Of The Seas,wikiart,256710.0,891.0,1400.0,marina,1886,Ivan Aivazovsky,1886
4.0,7657.jpg,1.0,0.0,Romanticism,Piegan Hunting Party ,wikiart,241009.0,1010.0,1235.0,genre painting,1913.0,Charles M. Russell,1913
80.5,91621.jpg,0.0,1.0,Impressionism,"The Field by the Ango Inn, Varengeville",wikiart,354707.0,1218.0,1024.0,landscape,1899,Camille Pissarro,1899
99.28,4870.jpg,0.0,1.0,Impressionism,Summer Landscape,wikiart,449011.0,1024.0,1218.0,landscape,1875,Pierre-Auguste Renoir,1875
37.69,43765.jpg,0.0,0.0,Impressionism,Gloucester,wikiart,500534.0,1024.0,1218.0,landscape,c.1902,John Henry Twachtman,1902
13.65,47653.jpg,0.0,0.0,Impressionism,Dewey's Arch,wikiart,1676505.0,1024.0,1218.0,cityscape,1900,Childe Hassam,1900
35.07,24162.jpg,0.0,0.0,Impressionism,Reverie,wikiart,295120.0,1247.0,1000.0,portrait,1890,William Merritt Chase,1890
97.9,86022.jpg,1.0,1.0,Romanticism,The Day of Judgement,wikiart,307633.0,1247.0,1000.0,allegorical painting,0,Jean-Leon Gerome,1870
6.63,94214.jpg,0.0,0.0,Impressionism,"The Backwoods of l'Hermitage, Pontoise",wikiart,303090.0,974.0,1280.0,landscape,1879,Camille Pissarro,1879
97.72,12567.jpg,1.0,1.0,Romanticism,"A Study, Bash Bish Falls ",wikiart,615861.0,974.0,1280.0,landscape,1856.0,David Johnson,1856
34.29,34296.jpg,0.0,0.0,Impressionism,Eileen ,wikiart,502964.0,1280.0,974.0,portrait,1892.0,Tom Roberts,1892
75.95,27236.jpg,0.0,1.0,Impressionism,"Pere Melon Sawing Wood, Pontoise",wikiart,333385.0,974.0,1280.0,genre painting,1879,Camille Pissarro,1879
5.19,56465.jpg,0.0,0.0,Impressionism,Ducks on the Pond at Montfoucault,wikiart,1432028.0,1024.0,1217.0,genre painting,c.1874,Camille Pissarro,1874
10.38,49958.jpg,0.0,0.0,Impressionism,Mission Point,wikiart,1640698.0,1024.0,1217.0,landscape,0,Guy Rose,1870
