style,new_filename,title,source,size_bytes,pixelsy,pixelsx,genre,date,artist
Romanticism,24827.jpg,Monkey with Pitcher,wikiart,55677.0,640.0,460.0,animal painting,,Gabriel von Max
Impressionism,45027.jpg,Lica cu portocala,wikiart,166414.0,600.0,490.0,portrait,,Stefan Luchian
Romanticism,93499.jpg,An Italian montagnard ,wikiart,96124.0,600.0,490.0,portrait,,Theodore Gericault
Impressionism,740.jpg,The Port of Nice,wikiart,55974.0,489.0,600.0,marina,1882,Berthe Morisot
Impressionism,65574.jpg,Boulevard des Capucines,wikiart,163249.0,492.0,596.0,cityscape,,Antoine Blanchard
Romanticism,27427.jpg,Monomakh`s hunting,wikiart,120203.0,458.0,640.0,history painting,,Viktor Vasnetsov
Impressionism,92889.jpg,Study of an Arab Girl,wikiart,289113.0,821.0,357.0,portrait,c.1888,William Merritt Chase
Romanticism,14908.jpg,Monkey playing pianoforte,wikiart,52747.0,637.0,460.0,animal painting,,Gabriel von Max
Impressionism,2143.jpg,Portrait of Lady Rachel Cavendish,wikiart,31061.0,599.0,489.0,portrait,,Philip de Laszlo
Impressionism,72098.jpg,Vase with Chrysanthemums,wikiart,78229.0,488.0,600.0,still life,,Stefan Luchian
Romanticism,74943.jpg,Wladyslaw II the Exile,wikiart,96260.0,600.0,488.0,portrait,,Jan Matejko
Impressionism,30825.jpg,Bimba tra le rose,wikiart,66528.0,800.0,366.0,genre painting,1891.0,Niccolo Cannicci
Impressionism,65407.jpg,Rue Royal Madeleine,wikiart,89963.0,488.0,600.0,cityscape,,Antoine Blanchard
Romanticism,36592.jpg,Portret of I.V. Bugaevskiy-Blagodarniy,wikiart,52565.0,590.0,496.0,portrait,1816,Alexey Venetsianov
Romanticism,34057.jpg,Portia,wikipedia,224523.0,657.0,445.0,portrait,,John Everett Millais
Romanticism,57979.jpg,John Rennie,wikiart,138957.0,593.0,493.0,portrait,,Henry Raeburn
Romanticism,85353.jpg,The Challenge,wikiart,16935.0,364.0,803.0,wildlife painting,1844,Edwin Henry Landseer
Romanticism,54709.jpg,Attachment,wikiart,301223.0,600.0,487.0,animal painting,1829,Edwin Henry Landseer
Romanticism,89053.jpg,"Remarkable Hills on the Upper Missouri, plate 34 from Volume 2 of 'Travels in the Interior of North America' ",wikiart,140174.0,487.0,600.0,landscape,1843,Karl Bodmer
Impressionism,82382.jpg,Collectors ,wikiart,305560.0,502.0,582.0,genre painting,1929.0,Robert Spencer
Romanticism,69756.jpg,Pony and Dogs ,wikiart,49482.0,544.0,537.0,animal painting,1860.0,William Shayer
Impressionism,31587.jpg,Building under Construction in Monte Carlo,wikiart,236074.0,499.0,585.0,cityscape,1914.0,Lovis Corinth
Impressionism,35554.jpg,Alpes Maritimes Landscape,wikiart,162471.0,456.0,640.0,landscape,1928.0,Michel Simonidy
Impressionism,100425.jpg,In the Cattails,wikiart,110072.0,456.0,640.0,genre painting,,Nikolay Bogdanov-Belsky
Romanticism,58231.jpg, After the destruction of Psara ,wikiart,74588.0,456.0,640.0,history painting,c.1898,Nikolaos Gyzis
Romanticism,19290.jpg,Self-portrait,wikiart,59791.0,599.0,487.0,self-portrait,1855.0,Leon Bonnat
Impressionism,66689.jpg,Hollow in the Snow,wikipedia,81512.0,599.0,487.0,landscape,1869,Armand Guillaumin
Romanticism,17714.jpg,Scene at a Fountain,wikiart,81267.0,600.0,486.0,genre painting,,Constantin Daniel Rosenthal
Impressionism,43881.jpg,"Roundstone reflections, Connemara",wikiart,65940.0,470.0,620.0,marina,,Tom Scott
Impressionism,42499.jpg,Landscape at Pontgibaud,wikiart,85073.0,482.0,604.0,landscape,c.1895,Armand Guillaumin
Romanticism,101604.jpg,"Frontal view of the skeleton of a horse, study No. 10 from 'The Anatomy of the Horse'",wikiart,21387.0,517.0,563.0,sketch and study,1766,George Stubbs
Romanticism,87822.jpg,Arnauld de Beaufort,wikiart,264163.0,600.0,485.0,portrait,1818,Pierre-Paul Prud'hon
Romanticism,33698.jpg,Stanislaw Leszczynski,wikiart,95365.0,600.0,485.0,portrait,,Jan Matejko
Romanticism,8323.jpg,Portrait of Lord Byron,wikiart,58515.0,600.0,485.0,portrait,,Theodore Gericault
Impressionism,38278.jpg,Old Lady with Blue Shawl (The Artist's Grandmother),wikiart,66528.0,606.0,480.0,portrait,1881,James Ensor
Romanticism,36271.jpg,A Sandy Hollow,wikiart,52231.0,466.0,624.0,landscape,1812.0,John Crome
Romanticism,92871.jpg,"The Seasons, Autumn",wikiart,103359.0,900.0,323.0,allegorical painting,,Edward Burne-Jones
Impressionism,31226.jpg,Cape Cod,wikiart,152193.0,454.0,640.0,landscape,,Emil Carlsen
Impressionism,92168.jpg,"Eucalypti near Arch Beach, California",wikiart,181740.0,600.0,484.0,landscape,,Benjamin Brown
Romanticism,15006.jpg,Churchyard Gate,wikipedia,51753.0,600.0,484.0,landscape,,Caspar David Friedrich
Impressionism,12909.jpg,Tip of the Bay,wikiart,182110.0,480.0,605.0,landscape,,Max Kurzweil
Romanticism,67080.jpg,Mieszko III Stary,wikiart,91407.0,600.0,484.0,portrait,,Jan Matejko
Impressionism,66911.jpg,Paris Boulevard,wikiart,80018.0,480.0,605.0,cityscape,1939,Konstantin Korovin
Romanticism,12712.jpg,Monkeys and painting,wikiart,40093.0,455.0,638.0,animal painting,,Gabriel von Max
Impressionism,6938.jpg,Spring Landscape,wikiart,228074.0,509.0,570.0,landscape,1904.0,Emil Carlsen
Impressionism,47056.jpg,Winter in the Forest (sketch),wikiart,97720.0,453.0,640.0,sketch and study,January 1920,Petro Kholodny (Elder)
Impressionism,73045.jpg,Young girl lying,wikiart,45925.0,480.0,604.0,genre painting,1893,Berthe Morisot
Impressionism,22567.jpg,Poppies,wikiart,102147.0,453.0,640.0,landscape,July 1919,Petro Kholodny (Elder)
Impressionism,64792.jpg,Man drying his leg,wikiart,61934.0,480.0,604.0,genre painting,1884,Gustave Caillebotte
Impressionism,29608.jpg,Mill Scene,wikiart,375664.0,483.0,600.0,landscape,c.1890,Frits Thaulow
Romanticism,8747.jpg,Spades for firmware,wikiart,62622.0,600.0,483.0,portrait,1830,Vasily Tropinin
Impressionism,41672.jpg,The two children ,wikiart,75072.0,483.0,600.0,portrait,,Giovanni Boldini
Romanticism,66070.jpg,"Elizabeth, Marchioness Conyngham  ",wikiart,75173.0,685.0,423.0,portrait,1802.0,Thomas Lawrence
Romanticism,57597.jpg,"Holy Trinity Greek Church, Vienna",wikiart,131177.0,646.0,448.0,cityscape,,Rudolf von Alt
Romanticism,12871.jpg,The little botanist,wikiart,77556.0,452.0,640.0,genre painting,,John Atkinson Grimshaw
Impressionism,87959.jpg,View of Malibu #1,wikiart,66362.0,565.0,512.0,landscape,,Paul Wonner
Impressionism,3125.jpg,Near Heidelberg,wikipedia,34413.0,600.0,482.0,landscape,1890,Arthur Streeton
Romanticism,5832.jpg,View of Saint Germain en Laye and its Chateau,wikiart,24545.0,429.0,674.0,landscape,,William Turner
Impressionism,69448.jpg,Seascape,wikiart,80814.0,470.0,615.0,marina,1874.0,Ioannis Altamouras
Romanticism,55952.jpg,Donkey and Sheep,wikiart,37652.0,463.0,624.0,animal painting,,William Shayer
Romanticism,99286.jpg,The Count of Tajo,wikiart,13526.0,593.0,487.0,portrait,,Francisco Goya
Impressionism,9124.jpg,North ,wikiart,151690.0,275.0,1050.0,genre painting,1901,Konstantin Korovin
Impressionism,40284.jpg,Portrait of a Young Woman,wikiart,160947.0,486.0,594.0,portrait,,Nikolay Bogdanov-Belsky
Romanticism,82792.jpg,Veche in Pskov,wikiart,131768.0,451.0,640.0,genre painting,,Viktor Vasnetsov
Romanticism,34851.jpg,The Water Nymph,wikiart,37552.0,600.0,481.0,mythological painting,1923,John Collier
Impressionism,21838.jpg,Vor dem Café (Berlin bei Nacht),wikiart,88150.0,444.0,650.0,genre painting,1920.0,Lesser Ury
Impressionism,2007.jpg,Stone House,wikiart,105778.0,534.0,540.0,landscape,,Fern Coppedge
Romanticism,30140.jpg,"Pont-Y-Pair, near Bettwys-Y-Coed, North Wales",wikiart,306899.0,468.0,616.0,landscape,,David Cox
Romanticism,79058.jpg,The Picador,wikiart,85080.0,384.0,750.0,genre painting,,Jean-Leon Gerome
Romanticism,14861.jpg,Mountain Peak with Drifting Clouds,wikipedia,325544.0,480.0,600.0,landscape,,Caspar David Friedrich
Romanticism,37438.jpg,Portrait de l'artiste,wikipedia,62601.0,600.0,480.0,self-portrait,1832.0,Louis Janmot
Romanticism,42917.jpg,Girl with Distaff and Spindle,wikiart,65301.0,768.0,375.0,portrait,,Polychronis Lembesis
Romanticism,1121.jpg,Bather Sleeping by a Brook,wikiart,44964.0,600.0,480.0,nude painting (nu),,Gustave Courbet
Impressionism,65830.jpg,Boats at Seine,wikiart,98456.0,480.0,600.0,genre painting,1918.0,Spyros Papaloukas
Impressionism,102493.jpg,Día de sol en La Boca,wikiart,311075.0,505.0,570.0,marina,1970.0,Benito Quinquela Martin
Romanticism,39236.jpg,"A River Landscape, possibly Near the Lago Maggiore",wikiart,76312.0,426.0,675.0,landscape,,William Leighton Leitch
Romanticism,61207.jpg,Salome's Dance,wikiart,58342.0,405.0,710.0,religious painting,1879.0,Maurycy Gottlieb
Impressionism,13505.jpg,Peasant hut,wikiart,100951.0,460.0,625.0,landscape,,Ion Andreescu
Romanticism,7313.jpg,Augustus II the Strong,wikiart,94782.0,600.0,479.0,portrait,,Jan Matejko
Romanticism,102863.jpg,Portrait of Nicolae Bălcescu,wikiart,36988.0,600.0,479.0,portrait,1851.0,Gheorghe Tattarescu
Impressionism,58944.jpg,Entrada al Vinyet,wikiart,84211.0,449.0,640.0,cityscape,1892.0,Santiago Rusinol
Romanticism,1676.jpg,The Duel after the Masked Ball,wikiart,77816.0,460.0,624.0,genre painting,1857.0,Thomas Couture
Romanticism,22736.jpg,Flower of the Fields,wikipedia,59071.0,599.0,479.0,portrait,1845.0,Louis Janmot
Romanticism,71618.jpg,"Great Orme Head from the Mouth of the Conwy, North Wales",wikiart,257453.0,465.0,617.0,landscape,,David Cox
Impressionism,86560.jpg,Two White Horses,wikiart,171325.0,600.0,478.0,animal painting,1886,Giovanni Boldini
Romanticism,88598.jpg,Boleslaw the Bold,wikiart,83960.0,600.0,478.0,portrait,,Jan Matejko
Romanticism,36460.jpg,Sigismund I the Old,wikiart,87918.0,600.0,478.0,portrait,,Jan Matejko
Romanticism,65197.jpg,Sigismund II August,wikiart,91693.0,600.0,478.0,portrait,,Jan Matejko
Impressionism,82165.jpg,"Sutton Courtenay, (Summer on the River or The Wharf)",wikiart,135136.0,478.0,600.0,genre painting,1917.0,John Lavery
Impressionism,92384.jpg,Khutir (Hamlet) In The Wood,wikiart,94275.0,448.0,640.0,landscape,September 1919,Petro Kholodny (Elder)
Impressionism,1436.jpg,Study for The Lady in white (drawing),wikiart,244305.0,640.0,448.0,sketch and study,,Marie Bracquemond
Romanticism,86218.jpg,Monkey,wikipedia,70441.0,626.0,458.0,animal painting,,Gabriel von Max
Impressionism,87129.jpg,The Duchess of York,wikiart,50022.0,600.0,477.0,portrait,1925.0,Philip de Laszlo
Romanticism,60715.jpg,"The Forum, Pompeii, with Vesuvius in the Distance",wikiart,60641.0,480.0,596.0,landscape,1841.0,Christen Kobke
Romanticism,48704.jpg,An Italian Landscape with Mountains and a River,wikiart,52493.0,448.0,638.0,landscape,1790,Joseph Wright
Impressionism,80641.jpg,The Countryside View,wikiart,131812.0,476.0,600.0,landscape,,Konstantin Yuon
Impressionism,78863.jpg,The Promenade at Argenteuil,wikiart,54961.0,476.0,600.0,cityscape,1883,Gustave Caillebotte
Impressionism,6069.jpg,San Gabriel Canyon,wikiart,120085.0,476.0,600.0,landscape,,Benjamin Brown
Romanticism,35308.jpg,Easter vigil,wikiart,43622.0,476.0,600.0,,,Mykola Pymonenko
Romanticism,47401.jpg,Easter vigil,wikiart,43622.0,476.0,600.0,genre painting,,Mykola Pymonenko
Impressionism,61959.jpg,The Notre-Dame des Champs,wikiart,55720.0,600.0,476.0,cityscape,,Walter Sickert
Impressionism,74258.jpg,State Room at Blenheim Palace,wikiart,73934.0,571.0,500.0,interior,,Winston Churchill
Impressionism,79703.jpg,A Firtree,wikiart,22604.0,681.0,419.0,landscape,1890,Mikhail Nesterov
Romanticism,41688.jpg,Spring,wikiart,111711.0,900.0,317.0,allegorical painting,,Edward Burne-Jones
Romanticism,33796.jpg,Aggie,wikiart,23371.0,588.0,485.0,portrait,1862,Dante Gabriel Rossetti
Romanticism,30791.jpg,The Merry Adventures of Robin Hood 9,wikipedia,110370.0,599.0,476.0,illustration,,Howard Pyle
Impressionism,40810.jpg,La Visitación,wikiart,32983.0,480.0,594.0,,1933.0,Andres de Santa Maria
Impressionism,43297.jpg,Girl sitting in the grass,wikiart,253452.0,480.0,594.0,genre painting,,Emmanuel Zairis
Impressionism,8636.jpg,Portrait of a girl,wikiart,49795.0,570.0,500.0,portrait,,Joaquín Sorolla
Impressionism,54504.jpg,In the Box,wikiart,162226.0,446.0,639.0,genre painting,c.1879,Mary Cassatt
Impressionism,94874.jpg,Cat's Breakfast,wikiart,181776.0,461.0,618.0,still life,1913.0,Lovis Corinth
Romanticism,95341.jpg,Arable land corridors in the early spring.,wikiart,50866.0,445.0,640.0,landscape,,Arnold Böcklin
Romanticism,43947.jpg,Countess Potocka Playing Piano,wikiart,67806.0,615.0,463.0,portrait,1851.0,Paul Delaroche
Impressionism,22441.jpg,Figure Landscape,wikiart,191440.0,480.0,593.0,landscape,,Hoca Ali Riza
Impressionism,5803.jpg,Melting Snow,wikiart,273482.0,444.0,640.0,landscape,1910.0,Vilhelms Purvitis
Romanticism,48866.jpg,Algernon Charles Swinburne,wikiart,32779.0,587.0,484.0,portrait,1862,Dante Gabriel Rossetti
Romanticism,78939.jpg,Garten in Shoreham ,wikiart,104948.0,599.0,474.0,landscape,1830.0,Samuel Palmer
Impressionism,57933.jpg,Pin au bord de la mer,wikiart,67910.0,420.0,676.0,landscape,,Karl Edvard Diriks
Romanticism,702.jpg,Model Laura,wikiart,60428.0,617.0,460.0,animal painting,,Gabriel von Max
Romanticism,33176.jpg,Amstedam,wikiart,46030.0,473.0,600.0,sketch and study,c.1850,Cornelis Springer
Impressionism,96613.jpg,Winter Sunlight,wikiart,196187.0,480.0,591.0,landscape,,Fern Coppedge
Impressionism,6508.jpg,From Ithaca,wikiart,104849.0,614.0,462.0,landscape,, Thalia Flora-Karavia 
Impressionism,2006.jpg,Portrait of an Algerian,wikiart,325664.0,594.0,477.0,portrait,1900,Guy Rose
Impressionism,99237.jpg,"Old houses, Cumberland Street ",wikiart,93283.0,472.0,600.0,cityscape,1901.0,Julian Ashton
Romanticism,69983.jpg,Boleslaw V the Chaste,wikiart,88429.0,600.0,472.0,portrait,,Jan Matejko
Romanticism,29027.jpg,Saint Cecilia,wikiart,66400.0,753.0,376.0,religious painting,1862,John Atkinson Grimshaw
Impressionism,66883.jpg,Flower Fight on the Road,wikiart,80833.0,475.0,596.0,genre painting,,Stefan Luchian
Impressionism,87913.jpg,Design for the Church of St. Jacob,wikiart,44965.0,640.0,442.0,landscape,,Piet Mondrian
Impressionism,35078.jpg,The Scream of Shrapnel at San Juan Hill,wikipedia,268993.0,404.0,700.0,battle painting,1898.0,Frederic Remington
Romanticism,21904.jpg,Belshazzar's Feast,wikipedia,66642.0,435.0,650.0,religious painting,1820,John Martin
Impressionism,29552.jpg,"Portrait of Artist's Son, Klaus Erhardt",wikiart,133502.0,600.0,471.0,portrait,1931,Nikolay Bogdanov-Belsky
Impressionism,89919.jpg,Chapel,wikiart,68976.0,600.0,471.0,landscape,1907.0,Ivan Grohar
Romanticism,71941.jpg,NOT DETECTED,wikiart,71223.0,900.0,314.0,allegorical painting,,Edward Burne-Jones
Romanticism,16416.jpg,Imatra in Winter,wikiart,87993.0,471.0,600.0,landscape,1893.0,Akseli Gallen-Kallela
Impressionism,101928.jpg,Portrait Of A Boy ,wikiart,48539.0,600.0,471.0,portrait,,Pericles Pantazis 
Romanticism,53116.jpg,Wladyslaw of Varna,wikiart,90590.0,600.0,471.0,portrait,,Jan Matejko
Impressionism,47552.jpg,Bajo un Uvero,wikiart,58635.0,441.0,640.0,genre painting,,Armando Reveron
Impressionism,73972.jpg,Laivu piestātne,wikiart,327659.0,450.0,627.0,landscape,1930.0,Vilhelms Purvitis
Impressionism,30475.jpg,"Boar Lane, Leeds",wikiart,77485.0,445.0,634.0,cityscape,1881,John Atkinson Grimshaw
Romanticism,82074.jpg,Portrait of actress Fanny Janauscher,wikiart,94327.0,700.0,403.0,portrait,,Arnold Böcklin
Impressionism,15697.jpg,Rocks of the Gulf of Finland,wikiart,89140.0,470.0,600.0,landscape,,Ivan Vladimirov
Impressionism,56216.jpg,The Son of the Artist,wikipedia,56416.0,600.0,470.0,portrait,1917.0,Philip de Laszlo
Romanticism,25082.jpg,Head of young woman,wikiart,93706.0,600.0,470.0,sketch and study,,Luc-Olivier Merson
Romanticism,4896.jpg,Bjerk i storm,wikiart,121105.0,600.0,470.0,landscape,1848,Johan Christian Dahl
Romanticism,32685.jpg,Portret of A.Putyatin,wikiart,72348.0,592.0,476.0,portrait,1815,Alexey Venetsianov
Impressionism,2965.jpg,After Rain,wikiart,71887.0,476.0,592.0,landscape,,Stefan Luchian
Romanticism,5796.jpg,An Arab Sheik,wikiart,58131.0,490.0,575.0,genre painting,1870.0,Leon Bonnat
Romanticism,51815.jpg,Algernon Charles Swinburne,wikiart,35359.0,569.0,495.0,portrait,1862,Dante Gabriel Rossetti
Romanticism,99489.jpg,Saratov,wikiart,86302.0,352.0,800.0,marina,1857.0,Taras Shevchenko
Impressionism,91090.jpg,"A Room at Breccles, Norfolk",wikiart,66055.0,563.0,500.0,interior,1920.0,Winston Churchill
Romanticism,140.jpg,Le Coucher de Desdémone,wikiart,53566.0,600.0,469.0,literary painting,1849.0,Theodore Chasseriau
Impressionism,76477.jpg,"Clouds, Pretoria",wikiart,97545.0,439.0,640.0,cloudscape,,Pieter Wenning
Romanticism,47172.jpg,Wladyslaw III Laskonogi,wikiart,94521.0,600.0,468.0,portrait,,Jan Matejko
Romanticism,103003.jpg,Wenceslaus II,wikiart,83998.0,600.0,468.0,portrait,,Jan Matejko
Romanticism,49877.jpg,Ivan Kozlov,wikiart,54961.0,631.0,445.0,portrait,,Orest Kiprensky
Romanticism,80909.jpg,"Portret of A.L. Venetsianova, Artist's Mother",wikiart,55395.0,566.0,496.0,portrait,1801,Alexey Venetsianov
Romanticism,90886.jpg,Shipping off Gibraltar in heavy seas,wikiart,40695.0,427.0,657.0,marina,,John Wilson Carmichael
Romanticism,64715.jpg,M.P. Volkonskaia,wikiart,85811.0,626.0,448.0,sketch and study,1840,Karl Bryullov
Romanticism,78051.jpg,Meeting at the Well,wikiart,41688.0,467.0,600.0,genre painting,,Mykola Pymonenko
Impressionism,12169.jpg,Nude Model,wikiart,84582.0,600.0,467.0,nude painting (nu),,Emmanuel Zairis
Impressionism,8559.jpg,Woman on an armchair,wikiart,30431.0,467.0,600.0,sketch and study,c.1908,Federico Zandomeneghi
Romanticism,41267.jpg,Ben Nevis and Mountain Stream ,wikiart,35227.0,449.0,624.0,landscape,1855.0,William Shayer
Romanticism,44084.jpg,Doorway,wikiart,62064.0,685.0,409.0,sketch and study,,Marcus Stone
Impressionism,36508.jpg,Balcic Fountain,wikiart,42016.0,635.0,441.0,genre painting,,Adam Baltatu
Romanticism,6996.jpg,Cousturier,wikiart,64001.0,583.0,480.0,sketch and study,1840,Dante Gabriel Rossetti
Impressionism,42491.jpg,By The Stream,wikiart,41666.0,437.0,640.0,landscape,,Pericles Pantazis 
Impressionism,44785.jpg,Lilacs and Mountains,wikiart,70597.0,400.0,699.0,landscape,1920.0,Maurice Braun
Romanticism,8877.jpg,Miranda,wikiart,33454.0,600.0,466.0,portrait,,John Hoppner
Impressionism,83854.jpg,Lion's Mouth,wikiart,114478.0,600.0,466.0,still life,,Stefan Luchian
Impressionism,3034.jpg,Boathouse on Blenheim Lake,wikiart,69842.0,559.0,500.0,landscape,,Winston Churchill
Romanticism,82610.jpg,Venus Discordia,wikiart,67119.0,399.0,700.0,mythological painting,1873,Edward Burne-Jones
Romanticism,295.jpg,Il y en a toujours un autre ,wikiart,52752.0,800.0,349.0,genre painting,1882.0,Marcus Stone
Impressionism,25603.jpg,Dawn,wikiart,109020.0,474.0,589.0,landscape,1878,Alfred Sisley
Impressionism,102340.jpg,Ydra,wikiart,121127.0,436.0,640.0,landscape,1959.0, Periklis Vyzantios 
Romanticism,93898.jpg,Augustus III,wikiart,91481.0,600.0,465.0,portrait,,Jan Matejko
Romanticism,28766.jpg,Tynemouth Priory from the East ,wikiart,52934.0,465.0,600.0,landscape,1845.0,John Wilson Carmichael
Romanticism,62180.jpg,A View of the Square in the Kastel Looking Towards the Ramparts,wikiart,93516.0,600.0,465.0,landscape,1830.0,Christen Kobke
Romanticism,28663.jpg,Italian Peasant Girls ,wikiart,33526.0,600.0,465.0,portrait,1834,Orest Kiprensky
Impressionism,97017.jpg,La Cure de Soleil,wikiart,213748.0,489.0,570.0,nude painting (nu),1927.0,Andre Dunoyer de Segonzac
Impressionism,74599.jpg,The Trojan Horse,wikiart,178703.0,463.0,602.0,literary painting,1924.0,Lovis Corinth
Romanticism,31365.jpg,Landscape with a male figure,wikiart,206707.0,450.0,619.0,landscape,,Caspar David Friedrich
Impressionism,46696.jpg,Moat at Breccles,wikiart,82441.0,557.0,500.0,landscape,,Winston Churchill
Romanticism,24252.jpg,St. Mary's Island from Whitley Rocks,wikiart,57797.0,464.0,600.0,landscape,1845.0,John Wilson Carmichael
Romanticism,62482.jpg,Tynemouth Priory from the East ,wikiart,44001.0,464.0,600.0,landscape,1845.0,John Wilson Carmichael
Impressionism,25454.jpg,Weir’s Place at Windham,wikiart,196625.0,480.0,580.0,landscape,,Emil Carlsen
Romanticism,80014.jpg,Wladyslaw the Short,wikiart,91788.0,600.0,464.0,portrait,,Jan Matejko
Romanticism,15157.jpg,Henryk Walezy,wikiart,83531.0,600.0,464.0,portrait,,Jan Matejko
Impressionism,64411.jpg,Tug of War,wikiart,56872.0,464.0,600.0,genre painting,1939,Nikolay Bogdanov-Belsky
Impressionism,93281.jpg,Llegada de Veleros,wikiart,119500.0,488.0,570.0,genre painting,1944.0,Benito Quinquela Martin
Impressionism,48383.jpg,Pavasaris,wikiart,366102.0,444.0,626.0,landscape,,Vilhelms Purvitis
Impressionism,770.jpg,Notre Dame de Grasse at Honfleur,wikiart,75599.0,480.0,579.0,landscape,,Guy Rose
Romanticism,58787.jpg,Boleslaus I,wikiart,70100.0,600.0,463.0,portrait,,Jan Matejko
Romanticism,81979.jpg,Christ on the Cross,wikiart,28301.0,640.0,434.0,religious painting,1856,Eugene Delacroix
Impressionism,42745.jpg,Morning mists,wikiart,91339.0,551.0,504.0,landscape,1947.0,Horace Trenerry
Romanticism,61043.jpg,Mouth of the Old Canal ,wikiart,32507.0,445.0,624.0,landscape,1842.0,William Shayer
Impressionism,80232.jpg,Mañana impresionista,wikiart,303986.0,487.0,570.0,genre painting,1929.0,Benito Quinquela Martin
Impressionism,25811.jpg,Çamlıca'dan,wikiart,25770.0,370.0,750.0,landscape,,Hoca Ali Riza
Impressionism,33383.jpg,"Firs with red trunks, Kenilworth",wikiart,171452.0,648.0,428.0,landscape,1969.0,Gregoire Boonzaier
Romanticism,9118.jpg,Eros and the painter,wikipedia,43107.0,599.0,463.0,genre painting,1868,Nikolaos Gyzis
Impressionism,76691.jpg,Bench,wikiart,59306.0,459.0,604.0,landscape,1881,Edouard Manet
Impressionism,75306.jpg,Portrait of a Lady,wikipedia,63608.0,600.0,462.0,portrait,1920.0,Philip de Laszlo
Romanticism,73750.jpg,Portrait of Grigory Grigorievich Kushelev,wikiart,47184.0,600.0,462.0,portrait,1827,Orest Kiprensky
Romanticism,5856.jpg,The Lady of Shalott,wikiart,84176.0,396.0,700.0,literary painting,1873,Arthur Hughes
Impressionism,84958.jpg,Spring Landscape,wikiart,194391.0,480.0,577.0,landscape,1910.0,Emil Carlsen
Impressionism,60074.jpg,Marina,wikiart,54382.0,461.0,600.0,landscape,,Samuel Mutzner
Impressionism,24886.jpg,At Bistrot,wikiart,114118.0,480.0,576.0,genre painting,,Amadeo de Souza-Cardoso
Romanticism,102574.jpg,Boleslaw IV the Curly,wikiart,91850.0,600.0,460.0,portrait,,Jan Matejko
Romanticism,89526.jpg,Portrait of Rose La Touche,wikiart,82623.0,600.0,460.0,portrait,1861.0,John Ruskin
Romanticism,4284.jpg,A World of Their Own,wikiart,56167.0,276.0,1000.0,genre painting,1905,Sir Lawrence Alma-Tadema
Romanticism,12586.jpg,Cullercoats looking towards Tynemouth,wikiart,40443.0,460.0,600.0,genre painting,1845.0,Ebb tide 
Romanticism,72284.jpg,They Carried her Off,wikiart,65996.0,650.0,424.0,capriccio,1799,Francisco Goya
Impressionism,18626.jpg,Roses,wikiart,87052.0,653.0,422.0,flower painting,,Theophrastos Triantafyllidis
Romanticism,31542.jpg,Learning by heart ,wikipedia,49439.0,599.0,460.0,portrait,1883,Nikolaos Gyzis
Romanticism,73.jpg,Portrait of General Pablo Morillo,wikiart,94182.0,575.0,479.0,portrait,1820.0,Horace Vernet
Romanticism,66121.jpg,"Mount William as from Mount Dryden in the Grampians, Victoria ",wikiart,50887.0,459.0,600.0,landscape,1892.0,Eugene von Guerard
Romanticism,48454.jpg,End of Market Street Croydon,wikipedia,65039.0,600.0,459.0,sketch and study,,John Ruskin
Romanticism,13103.jpg,"Prior's Haven, Tynemouth",wikiart,42257.0,459.0,600.0,landscape,1845.0,Sunrise 
Romanticism,64722.jpg,Panoramic Landscape with a Farmhouse,wikiart,120260.0,344.0,800.0,landscape,,George Frederick Watts
Impressionism,44634.jpg,Slums (Mahalaua Dracului),wikiart,58754.0,393.0,700.0,cityscape,1898.0,Stefan Luchian
Romanticism,63473.jpg,Renunciation,wikiart,66722.0,598.0,460.0,animal painting,,Gabriel von Max
Impressionism,82066.jpg,Portrait of poet K.P. Cavafy,wikiart,72807.0,614.0,448.0,portrait,, Thalia Flora-Karavia 
Impressionism,7777.jpg,"Springtime, San Gabriel Valley",wikiart,163864.0,423.0,650.0,landscape,,Benjamin Brown
Romanticism,52082.jpg,Russian general A.I. Osterman Tolstoi,wikiart,40439.0,575.0,478.0,portrait,c.1810,Pierre-Paul Prud'hon
Impressionism,72731.jpg,"Misty morning, Dora Creek ",wikiart,60097.0,458.0,600.0,marina,1915.0,Julian Ashton
Impressionism,40680.jpg,Homework,wikiart,76841.0,600.0,458.0,genre painting,,Nikolay Bogdanov-Belsky
Romanticism,32846.jpg,Jewess,wikiart,71001.0,600.0,458.0,portrait,,Jan Matejko
Romanticism,22957.jpg,Portrait of Sophie Rostopchine ,wikiart,118114.0,600.0,458.0,portrait,1823,Orest Kiprensky
Romanticism,95273.jpg,Veche of Novgorod,wikipedia,211745.0,429.0,640.0,history painting,,Andrei Ryabushkin
Romanticism,89997.jpg,The Sphinx at Gizeh,wikiart,206119.0,443.0,619.0,landscape,1854,William Holman Hunt
Romanticism,42936.jpg,Maundy Thursday,wikiart,32688.0,457.0,600.0,genre painting,,Mykola Pymonenko
Impressionism,19776.jpg,Cracker Cowboys of Florida,wikiart,38084.0,457.0,600.0,genre painting,1895.0,Frederic Remington
Romanticism,84386.jpg,John Robison,wikipedia,28678.0,600.0,457.0,portrait,1798,Henry Raeburn
Romanticism,86934.jpg,Aleksander Jagiellonczyk,wikiart,89258.0,600.0,457.0,portrait,,Jan Matejko
Impressionism,10564.jpg,Green Coat,wikiart,58263.0,476.0,576.0,portrait,,Stefan Luchian
